datestr,daten,SP500
2021-07-02,02jul2021,4352.3398
2021-07-05,05jul2021,
2021-07-06,06jul2021,4343.54
2021-07-07,07jul2021,4358.1299
2021-07-08,08jul2021,4320.8198
2021-07-09,09jul2021,4369.5498
2021-07-12,12jul2021,4384.6299
2021-07-13,13jul2021,4369.21
2021-07-14,14jul2021,4374.2998
2021-07-15,15jul2021,4360.0298
2021-07-16,16jul2021,4327.1602
2021-07-19,19jul2021,4258.4902
2021-07-20,20jul2021,4323.0601
2021-07-21,21jul2021,4358.6899
2021-07-22,22jul2021,4367.48
2021-07-23,23jul2021,4411.79
2021-07-26,26jul2021,4422.2998
2021-07-27,27jul2021,4401.46
2021-07-28,28jul2021,4400.6401
2021-07-29,29jul2021,4419.1499
2021-07-30,30jul2021,4395.2598
2021-08-02,02aug2021,4387.1602
2021-08-03,03aug2021,4423.1499
2021-08-04,04aug2021,4402.6602
2021-08-05,05aug2021,4429.1001
2021-08-06,06aug2021,4436.52
2021-08-09,09aug2021,4432.3501
2021-08-10,10aug2021,4436.75
2021-08-11,11aug2021,4447.7002
2021-08-12,12aug2021,4460.8301
2021-08-13,13aug2021,4468
2021-08-16,16aug2021,4479.71
2021-08-17,17aug2021,4448.0801
2021-08-18,18aug2021,4400.27
2021-08-19,19aug2021,4405.7998
2021-08-20,20aug2021,4441.6699
2021-08-23,23aug2021,4479.5298
2021-08-24,24aug2021,4486.23
2021-08-25,25aug2021,4496.1899
2021-08-26,26aug2021,4470
2021-08-27,27aug2021,4509.3701
2021-08-30,30aug2021,4528.79
2021-08-31,31aug2021,4522.6802
2021-09-01,01sep2021,4524.0898
2021-09-02,02sep2021,4536.9502
2021-09-03,03sep2021,4535.4302
2021-09-06,06sep2021,
2021-09-07,07sep2021,4520.0298
2021-09-08,08sep2021,4514.0698
2021-09-09,09sep2021,4493.2798
2021-09-10,10sep2021,4458.5801
2021-09-13,13sep2021,4468.73
2021-09-14,14sep2021,4443.0498
2021-09-15,15sep2021,4480.7002
2021-09-16,16sep2021,4473.75
2021-09-17,17sep2021,4432.9902
2021-09-20,20sep2021,4357.73
2021-09-21,21sep2021,4354.1899
2021-09-22,22sep2021,4395.6401
2021-09-23,23sep2021,4448.98
2021-09-24,24sep2021,4455.48
2021-09-27,27sep2021,4443.1099
2021-09-28,28sep2021,4352.6299
2021-09-29,29sep2021,4359.46
2021-09-30,30sep2021,4307.54
2021-10-01,01oct2021,4357.04
2021-10-04,04oct2021,4300.46
2021-10-05,05oct2021,4345.7202
2021-10-06,06oct2021,4363.5498
2021-10-07,07oct2021,4399.7598
2021-10-08,08oct2021,4391.3398
2021-10-11,11oct2021,4361.1899
2021-10-12,12oct2021,4350.6499
2021-10-13,13oct2021,4363.7998
2021-10-14,14oct2021,4438.2598
2021-10-15,15oct2021,4471.3701
2021-10-18,18oct2021,4486.46
2021-10-19,19oct2021,4519.6299
2021-10-20,20oct2021,4536.1899
2021-10-21,21oct2021,4549.7798
2021-10-22,22oct2021,4544.8999
2021-10-25,25oct2021,4566.48
2021-10-26,26oct2021,4574.79
2021-10-27,27oct2021,4551.6802
2021-10-28,28oct2021,4596.4199
2021-10-29,29oct2021,4605.3799
2021-11-01,01nov2021,4613.6699
2021-11-02,02nov2021,4630.6499
2021-11-03,03nov2021,4660.5698
2021-11-04,04nov2021,4680.0601
2021-11-05,05nov2021,4697.5298
2021-11-08,08nov2021,4701.7002
2021-11-09,09nov2021,4685.25
2021-11-10,10nov2021,4646.71
2021-11-11,11nov2021,4649.27
2021-11-12,12nov2021,4682.8501
2021-11-15,15nov2021,4682.7998
2021-11-16,16nov2021,4700.8999
2021-11-17,17nov2021,4688.6699
2021-11-18,18nov2021,4704.54
2021-11-19,19nov2021,4697.96
2021-11-22,22nov2021,4682.9399
2021-11-23,23nov2021,4690.7002
2021-11-24,24nov2021,4701.46
2021-11-25,25nov2021,
2021-11-26,26nov2021,4594.6201
2021-11-29,29nov2021,4655.27
2021-11-30,30nov2021,4567
2021-12-01,01dec2021,4513.04
2021-12-02,02dec2021,4577.1001
2021-12-03,03dec2021,4538.4302
2021-12-06,06dec2021,4591.6699
2021-12-07,07dec2021,4686.75
2021-12-08,08dec2021,4701.21
2021-12-09,09dec2021,4667.4502
2021-12-10,10dec2021,4712.02
2021-12-13,13dec2021,4668.9702
2021-12-14,14dec2021,4634.0898
2021-12-15,15dec2021,4709.8501
2021-12-16,16dec2021,4668.6699
2021-12-17,17dec2021,4620.6401
2021-12-20,20dec2021,4568.02
2021-12-21,21dec2021,4649.23
2021-12-22,22dec2021,4696.5601
2021-12-23,23dec2021,4725.79
2021-12-24,24dec2021,
2021-12-27,27dec2021,4791.1899
2021-12-28,28dec2021,4786.3501
2021-12-29,29dec2021,4793.0601
2021-12-30,30dec2021,4778.73
2021-12-31,31dec2021,4766.1802
2022-01-03,03jan2022,4796.5601
2022-01-04,04jan2022,4793.54
2022-01-05,05jan2022,4700.5801
2022-01-06,06jan2022,4696.0498
2022-01-07,07jan2022,4677.0298
2022-01-10,10jan2022,4670.29
2022-01-11,11jan2022,4713.0698
2022-01-12,12jan2022,4726.3501
2022-01-13,13jan2022,4659.0298
2022-01-14,14jan2022,4662.8501
2022-01-17,17jan2022,
2022-01-18,18jan2022,4577.1099
2022-01-19,19jan2022,4532.7598
2022-01-20,20jan2022,4482.73
2022-01-21,21jan2022,4397.9399
2022-01-24,24jan2022,4410.1299
2022-01-25,25jan2022,4356.4502
2022-01-26,26jan2022,4349.9302
2022-01-27,27jan2022,4326.5098
2022-01-28,28jan2022,4431.8501
2022-01-31,31jan2022,4515.5498
2022-02-01,01feb2022,4546.54
2022-02-02,02feb2022,4589.3799
2022-02-03,03feb2022,4477.4399
2022-02-04,04feb2022,4500.5298
2022-02-07,07feb2022,4483.8701
2022-02-08,08feb2022,4521.54
2022-02-09,09feb2022,4587.1802
2022-02-10,10feb2022,4504.0801
2022-02-11,11feb2022,4418.6401
2022-02-14,14feb2022,4401.6699
2022-02-15,15feb2022,4471.0698
2022-02-16,16feb2022,4475.0098
2022-02-17,17feb2022,4380.2598
2022-02-18,18feb2022,4348.8701
2022-02-21,21feb2022,
2022-02-22,22feb2022,4304.7598
2022-02-23,23feb2022,4225.5
2022-02-24,24feb2022,4288.7002
2022-02-25,25feb2022,4384.6499
2022-02-28,28feb2022,4373.9399
2022-03-01,01mar2022,4306.2598
2022-03-02,02mar2022,4386.54
2022-03-03,03mar2022,4363.4902
2022-03-04,04mar2022,4328.8701
2022-03-07,07mar2022,4201.0898
2022-03-08,08mar2022,4170.7002
2022-03-09,09mar2022,4277.8799
2022-03-10,10mar2022,4259.52
2022-03-11,11mar2022,4204.3101
2022-03-14,14mar2022,4173.1099
2022-03-15,15mar2022,4262.4502
2022-03-16,16mar2022,4357.8599
2022-03-17,17mar2022,4411.6699
2022-03-18,18mar2022,4463.1201
2022-03-21,21mar2022,4461.1802
2022-03-22,22mar2022,4511.6099
2022-03-23,23mar2022,4456.2402
2022-03-24,24mar2022,4520.1602
2022-03-25,25mar2022,4543.0601
2022-03-28,28mar2022,4575.52
2022-03-29,29mar2022,4631.6001
2022-03-30,30mar2022,4602.4502
2022-03-31,31mar2022,4530.4102
2022-04-01,01apr2022,4545.8599
